signal_strength,network_type,tower_distance,user_speed,call_duration,weather_condition,dropped_call
-63,4G,9.075064885654411,74.19489585057455,510.65634973522936,Rainy,1
-66,3G,0.25901246331196087,81.68068478708844,179.04643710291347,Clear,1
-59,5G,7.843495504603337,80.00778358291078,104.64494187727527,Rainy,1
-98,2G,1.331390029289111,61.31648916540745,230.50847074102867,Foggy,1
-112,4G,7.995718869318274,51.45171493376202,215.37719856120367,Foggy,1
-109,2G,6.19752796519954,6.453835701285349,83.81902764062357,Rainy,1
-120,5G,8.448453100270383,2.650301436141569,405.0081782453255,Rainy,1
-63,4G,1.065391823844885,42.95534334393176,307.6717047339787,Rainy,0
-120,5G,5.633908277587763,40.03930687604311,434.06803988828597,Rainy,1
-87,2G,5.060770014595751,46.52341858068081,214.85121650099214,Rainy,0
-73,4G,7.09131251133725,16.604184106582803,198.79281588873286,Foggy,1
-120,2G,5.38947646374739,88.58019246442123,286.1826325610941,Rainy,1
-105,5G,5.453272214617732,102.83572977314867,527.0573705101125,Clear,1
-60,5G,4.35299984140304,112.6457562448842,28.9673775067183,Foggy,1
-57,2G,3.1574607976726745,59.083476422355105,483.8755262914009,Foggy,1
-58,4G,4.874417176396703,84.10388389505144,224.54762953136512,Clear,1
-52,2G,1.2730743518071659,102.66613481230469,513.4983203441443,Clear,1
-99,5G,9.61898205593254,50.19493333121831,482.3107902573346,Foggy,1
-54,2G,7.172666559903323,37.12953538445333,212.5129422006726,Rainy,0
-45,5G,9.529424455209684,112.40694670241882,417.8565385163615,Foggy,1
-95,2G,2.3446010850666363,61.881186129248775,99.98149028019688,Foggy,1
-105,4G,8.805476099747628,59.67046639090536,538.2875235374539,Clear,1
-70,4G,8.107020847179031,21.409931587619493,245.6721833488861,Foggy,1
-64,2G,6.803808883330969,12.97860174880281,276.0972411363441,Rainy,0
-92,2G,6.2877889422435365,101.0528234980214,424.926635367006,Clear,1
-43,4G,3.233841686151913,73.69598114250216,493.3999408393863,Foggy,1
-52,5G,8.182466771153804,39.09895008233384,145.62393228028472,Foggy,1
-74,4G,5.065003068649364,23.008346086831978,398.5033332268123,Rainy,0
-59,5G,0.8018266013237251,66.65967362035576,238.23883611404335,Foggy,1
-52,2G,3.197345292465787,70.07031471133624,224.37823978235699,Foggy,1
-45,2G,9.359441275598744,24.839232149406982,415.56536524468953,Foggy,1
-105,5G,8.521734579987978,102.16868974697687,235.37404812278092,Foggy,1
-73,2G,9.820866410957738,10.11172393870213,210.93455759782253,Rainy,1
-82,5G,6.317134487780571,42.7311702199706,502.35360283511426,Foggy,1
-88,3G,2.5503497240900788,81.64612965150266,65.25929367944879,Foggy,1
-98,4G,1.7118689918009515,32.894443658304084,407.15611058397536,Foggy,1
-111,3G,1.9504529620237703,99.32102337375262,152.99160930542166,Clear,1
-52,5G,0.2959770176378184,88.78413919204843,14.221453886583232,Rainy,1
-87,4G,3.967752898760798,94.68274134577611,104.22473997925175,Clear,1
-69,5G,1.995134036945471,14.292784305205952,365.9636102166413,Clear,0
-111,4G,4.175389058521354,16.86565535946515,426.93067893413274,Rainy,1
-102,4G,9.356444875203778,34.376848529350035,17.529381216010425,Clear,1
-63,4G,4.36234807412118,62.16925982370733,26.67313876452349,Clear,0
-120,4G,8.792046520149865,89.76192920392829,542.0125583315571,Clear,1
-52,5G,6.094497189497177,100.38370689130842,48.6169617776633,Rainy,1
-117,4G,2.54660239114778,84.52023791486165,537.0383843768599,Foggy,1
-105,4G,3.622962116666193,111.43162578367661,140.75871868178893,Rainy,1
-97,3G,0.9308034046321512,88.64922115391164,445.3105910941366,Rainy,1
-41,2G,3.4012796766005042,36.752146440553766,189.2912831228772,Rainy,0
-119,2G,6.807655360484987,31.80975412062871,515.9574552374644,Clear,1
-89,3G,0.8138998200014084,83.54309403613078,421.7706449274929,Foggy,1
-97,3G,2.133473943932491,23.144468242753714,244.0790078680086,Rainy,0
-109,5G,3.876266309991784,11.125777297232386,50.39996023357733,Rainy,1
-71,5G,9.82229041645803,63.86674498274327,440.9566094031302,Foggy,1
-86,5G,7.8701320472929135,98.59698837347463,372.04642979928303,Foggy,1
-88,3G,7.361518790271829,12.165581096383624,6.7324721111043,Foggy,1
-88,3G,1.2502904696019153,95.0269588554875,10.604814303604968,Clear,1
-60,4G,7.831859346788415,97.38864052218577,486.23181904965287,Foggy,1
-70,5G,7.874161234008549,57.87288000978522,159.34284458710303,Clear,0
-78,5G,6.05091668668085,6.877237201258417,383.4995322981991,Rainy,0
-109,5G,9.904581641783881,20.950782149662366,275.25757976032224,Clear,1
-54,2G,3.3200136686530644,84.89115301943188,518.7408586404515,Foggy,1
-56,4G,9.418597237594332,85.41335339891394,550.5918622959807,Clear,1
-88,5G,9.155838038069385,107.80263302011984,598.1005890439181,Foggy,1
-81,5G,0.21365853151884062,69.92233758654994,96.44206080531185,Clear,0
-47,5G,4.556153612100629,14.892884125653287,518.4636076529079,Rainy,0
-78,2G,9.773331907210576,14.569788660596657,163.28271915363706,Clear,1
-77,2G,1.1209014878399504,86.53588288281884,356.5354455628271,Rainy,1
-92,3G,5.523068474394862,22.054159812948136,305.9348361521805,Foggy,1
-108,4G,9.79167931970693,39.406259953992645,15.702938285570655,Rainy,1
-109,3G,5.599404698648016,58.46544083062967,559.9989115441264,Foggy,1
-75,4G,1.9791714994243443,2.971785309138144,51.60459781378498,Foggy,1
-119,2G,5.863613977916638,29.858283242391824,414.4902570476028,Rainy,1
-86,5G,2.123961682100514,48.94675302087361,472.0790675439159,Rainy,0
-113,3G,5.245072202655394,33.55635821918475,478.1962701833721,Clear,1
-95,5G,0.8330179573322452,16.3644392961079,85.61923876266265,Clear,0
-47,3G,6.094278425222606,87.36147093554368,271.3041205522434,Rainy,1
-87,2G,5.216220397368766,97.5777186201582,498.510177908218,Rainy,1
-114,2G,7.427597550738485,30.89747713724698,185.09413017535903,Rainy,1
-53,2G,6.343934664471972,92.9303393527564,283.31046184792484,Rainy,1
-63,3G,5.5411020584544906,46.26642772815766,167.31236615640825,Foggy,1
-46,4G,6.928810607556399,60.802294902480334,280.81309364176786,Rainy,0
-92,3G,1.5250249443650856,102.72012898717834,533.2635639427637,Rainy,1
-85,4G,5.99406064646018,89.99444181628894,275.79891746449783,Rainy,1
-100,3G,1.8038949679454992,96.61402215794132,335.76765015922064,Rainy,1
-85,3G,9.26266985773362,16.421419990362818,245.3658885653347,Foggy,1
-111,2G,0.7765076379714816,8.366331100047537,278.7697240059787,Clear,1
-48,5G,4.360710021938853,107.20856749055845,14.02864843262091,Clear,1
-97,5G,6.988395028788904,46.54011234853132,173.82857842647132,Clear,0
-57,4G,4.634419895515761,34.5455613683617,264.76612443638555,Clear,0
-72,5G,1.0117430070057334,86.96355051141894,382.1092007156737,Clear,1
-85,3G,5.578452259654402,100.3698715895828,272.78089867956584,Foggy,1
-97,3G,6.45215589739081,103.4987546277961,206.0011407763306,Clear,1
-98,2G,7.067543878806026,37.919656935027284,235.91874752977353,Foggy,1
-59,2G,3.7952721631813136,102.26548694420089,149.16453087427757,Foggy,1
-84,5G,5.680233713184745,4.9120733249214465,555.0740982505614,Clear,0
-109,4G,4.56179610189524,5.959378975166265,315.4372193455942,Clear,1
-66,5G,6.753354783647309,74.82230342089854,12.978625053913252,Clear,0
-108,5G,5.877213976515703,7.572764293865548,16.570523759630234,Rainy,1
-98,5G,5.304986573635435,38.95310022121939,583.9121727964647,Foggy,1
-91,5G,2.5702912316986617,80.73071834963088,136.7632803670808,Clear,1
-104,3G,0.11998332570751578,40.47202752650716,484.3369318445172,Rainy,1
-59,4G,1.8234085855831499,21.55197377281151,39.673804428541814,Foggy,1
-108,3G,1.2589538100992699,33.76207462246099,553.0918283332567,Rainy,1
-62,4G,4.545938975608372,54.909039870051814,525.2781171816737,Rainy,0
-102,2G,6.161355692542262,57.046302642657885,344.80043164853623,Clear,1
-72,5G,2.209541585979601,93.96002776166424,10.354201083537184,Foggy,1
-109,3G,9.396665250075152,90.0183875317815,158.39747004388585,Rainy,1
-60,4G,0.166153079316489,54.81813654673622,247.05947520208665,Foggy,1
-102,2G,7.7457800501368945,101.48008189185256,278.7381494647992,Clear,1
-45,2G,6.289527218351378,13.7084566309675,182.11886134461136,Foggy,1
-112,5G,3.798192530372051,30.64240202746818,24.603981606090336,Rainy,1
-50,4G,0.5998405496828384,99.35717562027018,356.12580652629254,Rainy,1
-93,3G,6.312117060664366,45.35928463513837,316.8720272783798,Foggy,1
-43,5G,3.917573777369916,117.74178705526106,173.38537808030125,Rainy,1
-69,3G,9.36904468019087,55.950393783340246,27.595700703915885,Rainy,1
-105,2G,5.465701741408682,95.03227475565168,596.7835413970544,Rainy,1
-52,3G,9.40254996180573,48.276844965884635,291.78178116171154,Clear,1
-109,3G,2.2827885653857107,50.994422287491645,454.82252385557587,Clear,1
-96,5G,7.2846865126046225,45.94597767410202,274.1268508555446,Rainy,0
-69,3G,6.210765306402384,86.28907446129742,30.686323063450157,Foggy,1
-68,5G,7.420141475329987,65.70214608719934,189.21244332587253,Clear,0
-98,2G,2.225211853328114,113.2533733642043,195.4655338985112,Foggy,1
-105,5G,6.6834457107539595,30.10683798409257,503.8199779091645,Rainy,1
-64,5G,5.0305998912630026,12.067527850013322,394.26683690992525,Rainy,0
-82,4G,7.453967251572531,47.19137821190583,168.88079266548635,Foggy,1
-68,3G,3.337741977102996,74.00552491761312,580.8052730221561,Clear,0
-79,2G,8.911564552106,103.2958724298594,196.31739027673348,Foggy,1
-63,5G,0.9345830146523687,41.54362640163932,598.9492453680886,Foggy,1
-82,2G,8.091174256032762,78.45441013493539,597.7173974363066,Rainy,1
-107,4G,8.627064295569399,42.02384172278629,118.77025805931137,Clear,1
-116,3G,8.19079788253153,74.06634995933497,191.0809641320981,Foggy,1
-86,5G,5.175991303191583,106.1769536436781,294.19629809836925,Clear,1
-46,3G,4.440011302304537,27.76291707112908,400.1398993329951,Rainy,0
-103,4G,9.96299663659628,48.5089970528447,319.1882321572606,Clear,1
-45,4G,2.3688023170202053,119.19182357156959,581.8176741336928,Rainy,1
-112,2G,5.514072062172842,104.2268433899353,435.7735527202364,Clear,1
-47,5G,6.739687701285023,67.75678294754424,131.1666853828698,Foggy,1
-63,2G,7.038589595028176,61.995311022513036,67.5330423771148,Rainy,0
-104,4G,2.1198441908119294,34.152045876561715,414.59876797206726,Foggy,1
-114,3G,6.574541514164032,62.065131323223525,99.27920190755398,Rainy,1
-75,2G,8.20185870816524,101.78177979359366,473.66771999977374,Clear,1
-108,2G,0.595183910529011,82.22094159333366,190.0668170199005,Clear,1
-81,3G,9.124060803920633,34.80528338135839,199.50149151808588,Rainy,1
-79,2G,0.39209014593753877,24.175670526423954,11.425043471759622,Rainy,0
-112,3G,3.6241132216351044,31.825024439619494,422.1017039215492,Rainy,1
-71,5G,0.2565506427063245,20.371104167139183,72.39550307348804,Clear,0
-94,3G,0.8637371685418604,11.476883522845913,464.86394359079327,Rainy,0
-55,5G,9.120566023282782,50.296340933046594,297.66135404073805,Rainy,1
-116,3G,3.6131222243868635,13.595952527792123,471.6464898979686,Foggy,1
-92,4G,4.305238151208023,20.62950692725252,352.4362908226561,Rainy,0
-84,4G,2.231909375687271,65.67896212073833,54.0477968512995,Foggy,1
-83,5G,6.011248124848525,19.751912843948965,460.5631403395839,Foggy,1
-113,5G,5.988551825310117,7.665572091708341,46.5306935123761,Foggy,1
-56,4G,3.784783879069671,38.08666200334622,289.8275237387527,Clear,0
-104,5G,3.3970452308734442,26.438291834636104,107.54778241625316,Foggy,1
-50,3G,8.86114665098782,61.83662255932521,452.63943089684153,Rainy,1
-76,3G,3.8945139724577937,12.284050149985116,547.3967805446453,Clear,0
-117,4G,4.985659822328642,90.21249452195737,334.7050671981732,Clear,1
-85,2G,2.9047171480068137,108.74802233221664,318.6526401080124,Clear,1
-51,3G,7.889018083235561,89.21222087474332,459.55810181374267,Clear,1
-90,5G,4.034736753301007,63.93924448816731,8.021893720557689,Clear,0
-102,2G,5.184749360788813,103.28013861466621,551.0663923679206,Clear,1
-60,2G,2.608235983590648,83.3902055737809,122.48204616922337,Clear,1
-67,3G,9.877829964178392,1.2661346940227824,590.5507358766112,Foggy,1
-82,3G,2.9858078351448567,47.290818332940376,443.071099036475,Rainy,0
-47,2G,7.730351055964961,102.114227928816,465.6794328818993,Rainy,1
-102,2G,4.3322069385319155,41.50306295703231,395.4407733222959,Foggy,1
-82,4G,2.141552310332985,4.22582082306282,285.63959375717036,Foggy,1
-54,5G,8.017215763252127,89.54155662627268,345.11847754989344,Clear,1
-76,4G,3.4027072113875274,96.24459243394423,32.609717178999766,Clear,1
-108,3G,8.66541413923833,19.271243405197026,376.2559081120485,Foggy,1
-63,4G,9.161046130686447,64.48085962118174,377.5283706822928,Clear,1
-101,4G,8.612255970373631,23.034652679487092,535.2644744540767,Rainy,1
-49,4G,0.446578356587376,86.30813028529761,305.86553267098054,Rainy,1
-60,4G,7.894996115550545,32.58605462129828,50.900902581206296,Clear,0
-82,5G,4.172260718341525,37.94581470759961,187.18657268683833,Clear,0
-120,5G,8.749856909804029,101.39650243681217,395.09950020801887,Clear,1
-118,2G,6.415747200578914,57.15868226482852,147.35902333712102,Rainy,1
-44,3G,8.353067028025189,80.37053414618974,171.91405400396354,Clear,1
-59,4G,5.04437452168167,48.284766086696116,493.1790647347078,Foggy,1
-58,2G,5.396752495529435,35.76082286325065,352.67024039881187,Clear,0
-96,2G,1.5294375581233057,75.05736725095936,307.5738219052756,Foggy,1
-65,2G,7.861474851024619,18.582908889458555,194.47892024945358,Clear,0
-88,5G,4.251957155503019,44.75998026802356,439.90218138015484,Clear,0
-83,4G,5.050793170888667,25.084444486310673,176.19246852156743,Rainy,0
-115,4G,7.872467369547505,83.49539603288946,443.55279299828425,Foggy,1
-63,3G,6.0285694607864455,113.30506060153292,46.71038075912799,Foggy,1
-77,4G,2.0908774016824077,119.46131616190397,519.4020982413398,Foggy,1
-76,4G,5.943303325593838,54.03321725299089,302.24204570868,Rainy,0
-89,2G,4.135565293998591,30.303646756373336,265.91226993588714,Foggy,1
-76,3G,4.74830286623424,53.1395244461189,368.5589298674451,Rainy,0
-60,4G,0.38028161658641113,101.67232919552686,376.3942833732809,Clear,1
-74,5G,2.179290560211188,24.720681426244788,83.56093024954735,Clear,0
-100,4G,2.88227700567218,114.25147819835085,454.95898594064687,Foggy,1
-41,2G,7.1583040778021765,41.02389225577812,169.17733728028742,Clear,0
-46,5G,0.2137754856513416,118.29643913403659,543.4523187010988,Clear,1
-85,2G,4.146894886168407,100.63306650407547,491.6211447318253,Foggy,1
-102,4G,9.247866017214754,97.02846409768684,211.02829471317534,Clear,1
-101,5G,1.2076181038363263,38.14856085279403,485.6048794544251,Foggy,1
-64,3G,5.212601443364249,1.0532654337515357,217.05234708344298,Foggy,1
-103,3G,7.886571585669386,45.85594905911854,65.06387057344418,Clear,1
-74,5G,9.431059944449155,36.21712435952324,577.3235020417962,Clear,1
-72,5G,7.493088731383808,4.487638849055675,393.2981990531868,Clear,0
-107,2G,7.23359893157962,60.64383078071156,276.37921836424204,Clear,1
-106,5G,8.282232092938047,48.36375735392839,241.67514416096859,Clear,1
-90,2G,4.517392087677682,76.14677612898296,198.19967388366706,Rainy,0
-120,4G,8.077860872916547,74.54235866328999,588.961319280332,Clear,1
-67,2G,0.17884760697996616,14.489596307601612,85.1746227528899,Rainy,0
-118,5G,9.253154448230369,117.2358655351947,192.30901005773813,Foggy,1
-105,5G,4.488734444220036,22.43177153297363,293.87109596818476,Clear,1
-64,4G,5.578463859870901,53.43288297176455,289.4097293073153,Clear,0
-46,5G,2.623334264257335,58.57410521204819,285.46305822266686,Clear,0
-109,5G,7.451055245120172,97.56753566569441,109.5913704190772,Foggy,1
-47,3G,0.8586944841049633,11.907551531357612,91.23485363015283,Rainy,0
-105,3G,8.739094445213668,51.43731350502381,156.58671386552894,Rainy,1
-49,4G,8.298356607162793,75.42026042834448,549.1430615122233,Clear,1
-45,2G,2.2389951508231873,25.818674594886666,72.26651586153353,Clear,0
-97,3G,8.112311543024097,75.29614785192874,455.6679365071283,Clear,1
-93,2G,7.884941557308666,110.83978050595832,455.74129391435594,Clear,1
-113,5G,6.358944317764095,119.70217574072099,486.8133903188711,Foggy,1
-85,3G,3.7978497513069067,3.8941292148810858,532.5362159486665,Clear,0
-113,4G,2.7878376664004922,28.270587389361303,161.5065256356635,Foggy,1
-63,4G,2.3946575438645654,37.23685389500369,138.61288421499333,Clear,0
-61,4G,3.2542287313597114,47.89513205339593,281.97587158385045,Rainy,0
-71,3G,9.04522858998205,29.07085891017209,162.7280554074615,Rainy,1
-93,2G,0.8686436822889346,24.4185593466375,441.914443444949,Clear,0
-80,5G,8.305825634904291,114.5464610901,383.38404816115303,Clear,1
-57,2G,3.5540117429140534,110.22259233246214,525.6176743913277,Foggy,1
-94,2G,5.263834020512446,5.6391001203740965,54.22929057480758,Clear,0
-58,5G,7.965407773120058,40.65756259258178,549.4745833480545,Clear,0
-104,5G,8.855327815527415,48.617826441408795,179.5424328687033,Clear,1
-48,3G,3.5133360587192057,28.6817441599132,296.9631358265555,Rainy,0
-88,3G,4.672250464623592,75.46474763858106,265.973804384088,Foggy,1
-44,3G,4.203709041686243,76.84568959730893,457.3854324071322,Rainy,0
-92,3G,0.23118523168871444,102.06050739943164,255.09831911194632,Foggy,1
-108,3G,3.029834599700701,88.90431220622614,566.4141216613986,Rainy,1
-75,5G,4.645973413952362,65.10879923591467,542.0076601699524,Clear,0
-86,2G,4.1698267279163534,78.43041240533039,523.9358854218564,Rainy,0
-115,3G,7.247099352405226,32.87865378516217,47.3987079256956,Rainy,1
-52,3G,3.9095558104889223,71.16674279608291,513.283546624594,Foggy,1
-74,2G,4.9448268448096355,58.70727056999031,470.07309003871023,Foggy,1
-96,3G,4.353125062110397,16.001336077964446,66.59020346864796,Rainy,0
-55,2G,7.432198874054268,29.105313189956487,68.91152363455201,Foggy,1
-111,2G,8.64342674997093,35.003214086590326,65.192467852937,Foggy,1
-65,5G,5.36570188217439,110.91714804630695,11.742892956670087,Foggy,1
-91,4G,7.915378722532393,27.646396726306733,331.43741159077723,Foggy,1
-116,5G,3.038188151996521,34.70926833836018,584.1696034044458,Foggy,1
-88,4G,5.45955914055696,44.32249561073188,266.0173982253772,Rainy,0
-56,4G,3.5177765413327275,79.64912863504644,326.75071362297706,Foggy,1
-103,4G,4.20058916316112,14.188607096656863,580.9420290781236,Clear,1
-72,3G,7.350897261645419,114.47342549925312,156.83342612066727,Rainy,1
-110,5G,8.828458575093856,103.86854641137174,515.7898002959664,Rainy,1
-95,4G,1.3028043717688778,69.26592876107402,330.102327990983,Rainy,0
-58,2G,6.382928639225067,80.88454409099481,343.8385262244914,Foggy,1
-62,3G,5.863223695020205,1.999256549305919,209.18844503833373,Clear,0
-94,5G,1.2723088878417257,40.673373041813846,339.1426947753103,Foggy,1
-72,4G,2.19775387135708,95.47922767937304,48.519793139578944,Rainy,1
-44,2G,3.178924697853535,9.297956855086307,459.96292570539674,Rainy,0
-88,5G,1.7526176010932648,33.877660105286424,174.38921811884165,Rainy,0
-120,5G,2.512921876990984,70.23561940011736,533.1269560489033,Rainy,1
-100,3G,2.7492479087309047,30.769563323873015,223.87116329143777,Foggy,1
-66,5G,3.4231709470866907,112.07735689734231,89.98034573969514,Clear,1
-115,3G,7.518965482731474,15.727035696514843,419.04953674924855,Clear,1
-52,4G,5.7619308181209465,95.68732294893343,102.9239961045342,Rainy,1
-116,3G,9.863842052318875,60.953843028768986,453.4399067480793,Clear,1
-118,2G,4.205884686977963,90.03969309839472,581.0267806616394,Rainy,1
-68,3G,7.563264230985558,37.28583939737369,468.83395693318073,Rainy,0
-98,2G,8.727537371627685,61.738752277444654,18.35730281663818,Clear,1
-68,3G,6.821887081076615,102.82024196678115,361.93204389140095,Rainy,1
-84,5G,4.17746093013321,56.025371894772526,418.769349226986,Clear,0
-47,4G,7.5605868443829545,43.166383429232354,496.1477038487897,Rainy,0
-47,2G,2.11630466394958,64.33864635032833,38.32137381870509,Clear,0
-104,3G,3.3427664352833113,86.08353036436402,290.66415763161035,Rainy,1
-43,3G,5.512184025482958,53.22760145982033,323.5456692198446,Clear,0
-48,3G,5.796552934132868,112.66523701707276,105.62929327328592,Rainy,1
-120,5G,0.31920060717903165,35.393498885081044,196.85763677783652,Rainy,1
-70,5G,9.456630468684486,57.05563274029445,266.9319271224183,Rainy,1
-76,2G,6.996609985052161,90.83131912097298,500.7597643348919,Clear,1
-44,2G,5.007467127295722,82.69453085949098,557.9975018117731,Foggy,1
-117,5G,9.337959620642252,103.63692629005874,378.91158320601534,Rainy,1
-59,2G,4.447046095983202,119.61710168173308,239.99238568276996,Rainy,1
-56,4G,9.80631214567668,51.22299945541074,156.14845559039665,Clear,1
-89,4G,5.1716190967105025,13.33810557399742,589.3704347395095,Rainy,0
-87,5G,1.2314291229799967,3.649905696956157,589.8968988554333,Rainy,0
-49,2G,7.671529627346844,87.22522873677259,555.3612841998456,Rainy,1
-82,3G,6.821087478270621,104.88164055704588,472.47314417730246,Rainy,1
-95,4G,7.752568540925309,26.48551031333024,198.83882852864286,Foggy,1
-87,5G,9.519276084384243,19.013764462788714,491.11528768109025,Foggy,1
-67,2G,7.78724409624508,7.464610983082918,248.23184527634768,Rainy,0
-118,5G,6.152232361944804,98.72435060606476,199.42999340225188,Rainy,1
-71,3G,8.587358133372325,37.36583278711012,448.19488828743636,Rainy,1
-109,4G,6.765139749609862,48.20362713117318,52.39408693415162,Foggy,1
-56,5G,4.140378662576638,60.33002299315348,33.89482036091871,Foggy,1
-67,5G,8.867635665993555,100.7343881051461,271.53244982280546,Clear,1
-116,5G,2.2968145617652915,78.0999865873782,270.1550864891863,Clear,1
-64,3G,7.17494862159637,73.80775558293736,537.9082710729817,Rainy,0
-104,5G,8.827478203913493,21.080651994709285,80.06109229125099,Rainy,1
-74,3G,7.340033545062632,61.58278700517957,78.3539368341856,Foggy,1
-98,3G,7.003026648633184,85.84572206143862,92.73429728256619,Rainy,1
-42,3G,7.551119111311176,116.79130596365901,22.69307547028855,Rainy,1
-107,4G,4.704046958176379,24.168757105602268,47.680383999870486,Foggy,1
-55,4G,8.754289753354557,1.1452023680671974,397.62257076327825,Foggy,1
-46,5G,2.114021103847303,9.03617203181637,261.792675824918,Foggy,1
-70,5G,1.361125518403359,45.10229582183751,459.3438249173681,Foggy,1
-83,4G,2.9265369231732645,98.46535772951846,595.5956425560878,Clear,1
-57,2G,5.362616228072432,0.8570498121894055,397.1256352539058,Foggy,1
-83,4G,5.154561774552447,54.807671146300834,35.021064518973624,Foggy,1
-71,3G,8.223927700998207,39.50767384096734,67.2149045288332,Rainy,1
-91,4G,4.105229698399772,6.297805211967309,529.1974304647512,Rainy,0
-42,3G,4.895009820285935,54.02835440071407,318.8600870121656,Rainy,0
-70,5G,0.2323400642680168,30.56984488040626,495.7781098404653,Clear,0
-58,2G,4.156418440785097,42.22618012164077,514.684340053831,Foggy,1
-69,5G,6.512964906208387,84.67383657411516,556.9663521922139,Foggy,1
-83,3G,0.2535324732032626,62.58611806931605,570.1483772643876,Clear,0
-42,3G,2.8807314553438133,14.957691479137601,335.1213489194672,Foggy,1
-91,3G,2.1587679569649607,115.36974485083668,207.90700249234015,Rainy,1
-70,2G,0.5156557462049235,76.3092918851686,577.3096002370592,Clear,0
-116,4G,4.844674890153921,91.90421107950378,330.70681157072903,Foggy,1
-92,5G,1.8990606029587496,9.505578001004498,43.23037015799357,Clear,0
-117,5G,7.456507242350663,5.6470055352022674,387.4520472856197,Clear,1
-111,4G,8.49448604925715,2.3337660441697405,354.6724264850314,Foggy,1
-65,5G,5.501293308424563,22.655283332813333,537.9967593723501,Rainy,0
-104,2G,9.818902690959302,49.729007726219415,393.64637754889844,Foggy,1
-47,5G,4.559737857558893,112.29913600833873,212.68619255462306,Foggy,1
-104,3G,5.182345281226664,54.847159111893156,579.9043067949632,Rainy,1
-52,4G,9.893255764181726,34.83061264470353,481.96359415931,Foggy,1
-87,2G,2.3923295160539833,67.4322304223596,380.09848293690584,Foggy,1
-115,4G,9.431204802801362,13.43214937617471,179.29049602485813,Foggy,1
-68,2G,0.5240917956792212,73.14070692059798,227.25647630700584,Clear,0
-55,3G,4.519230213605628,68.2118345196604,403.6321048375107,Clear,0
-44,4G,0.7930347701173511,95.03916400868516,47.828586985676424,Clear,1
-78,5G,7.319423954845066,118.4025133940429,157.72495203190675,Foggy,1
-46,2G,6.123248465212176,30.104816605933262,429.77105537097583,Rainy,0
-98,4G,7.095679208329204,61.15877409645128,290.61101335754944,Clear,0
-66,5G,3.807355959683368,109.06384875828043,244.42417106458592,Rainy,1
-41,4G,3.757871146910665,94.22278613074096,95.11728532824662,Foggy,1
-46,4G,0.5486608617128566,58.48875637209691,267.9001755142509,Clear,0
-105,4G,3.564454901343434,113.44459795377334,463.56172260233916,Foggy,1
-113,2G,9.299955182394388,6.868403222017125,162.08764341277634,Rainy,1
-117,5G,3.854342718086445,111.71983436551008,8.212132599288061,Clear,1
-117,3G,8.330540291597503,6.060887085936786,402.76041618483475,Clear,1
-65,2G,8.439022497024347,65.67656929376211,583.7128296373687,Clear,1
-96,2G,3.795087448154415,106.85291376013029,366.0618053352068,Clear,1
-54,2G,6.356687935922271,31.52651322735634,76.35350606164243,Rainy,0
-54,3G,1.0441788625032806,56.66981987341902,195.83618994508046,Clear,0
-94,5G,1.1264179492693374,38.919465496436,521.2467607585329,Foggy,1
-89,5G,0.5817108702509618,114.25727004916216,143.378004182813,Clear,1
-71,5G,5.8520494244135834,98.8374713703709,366.5790625810768,Rainy,1
-60,4G,4.31810267849836,85.08018135916555,244.5893689111287,Clear,1
-70,4G,5.525520330975977,70.51523839381305,128.66701424469116,Rainy,0
-102,4G,5.258624586033039,98.47101471889778,488.9771016709844,Rainy,1
-100,3G,3.56700961179823,47.07204498282565,446.98460949708567,Foggy,1
-116,4G,6.8069868067523815,53.70622261272742,398.6466842457629,Clear,1
-79,3G,7.609168621072268,87.60020652970337,145.62027120990697,Clear,1
-60,5G,0.2448197628889896,42.93057159524571,63.22491661628777,Clear,0
-99,4G,2.1516987677118955,7.6681130458048585,347.81480124644986,Foggy,1
-100,4G,7.161035094025035,8.920153066328576,334.43831095596283,Foggy,1
-51,2G,3.9275397090749586,13.843536156684465,117.08908055424943,Rainy,0
-120,3G,6.658591074721921,104.36175880123953,38.466783117527626,Rainy,1
-116,5G,3.5349303313721285,56.66717109074452,53.02153024542166,Rainy,1
-109,2G,3.9684760080634076,85.54588432136838,595.6987369750766,Foggy,1
-75,2G,1.670920849527881,47.14912027258719,471.2324173720158,Foggy,1
-87,5G,2.6564870946949846,31.04531368987614,553.5825481992777,Foggy,1
-72,2G,6.093576399325114,41.663060107465434,121.05755973063619,Rainy,0
-43,3G,4.388314802020147,95.30188143806203,576.5382791124439,Foggy,1
-76,3G,7.765596561151492,75.02593500377259,89.87933912653143,Rainy,0
-94,4G,8.540591053889592,112.51677359494825,307.9036879970503,Rainy,1
-48,2G,5.4622995403459225,81.56457342922008,498.6689322281531,Clear,1
-95,4G,7.606846191354985,68.42179581056327,213.13299593438975,Clear,0
-74,2G,3.1383546806262435,73.22352107830014,257.77297724025584,Clear,0
-65,3G,4.208215032460774,113.08457273620975,81.27014062796322,Rainy,1
-58,3G,7.156498994546626,94.58411158400473,78.13851859938879,Clear,1
-73,3G,3.923498728888604,2.884948483972538,373.6430937433025,Clear,0
-60,2G,5.926198858073989,64.09676353628367,406.94175932893376,Clear,0
-95,3G,1.9351905129168638,82.60060938558777,467.512845878905,Foggy,1
-85,2G,6.03773601820793,89.8438174126986,336.22582134564334,Rainy,1
-120,4G,8.628985701546247,25.5770543176724,389.226778895477,Clear,1
